Text,Emotion
i must ask if my column makes you feel so hateful why do you keep logging on,anger
i feel like we rushed through this weekend,anger
i can t help feeling jealous,anger
i feel a bit annoyed and antsy in a good way,anger
i ate feeling hateful towards myself because of a number,anger
i didnt think i was angry but now that im typing away feeling my words evaporate into cyberspace i am very pissed that this is happening,anger
i go from your presence from praying for wisdom and patience and feel so instantly furious,anger
i am not hausa but i feel offended especially as the crazy motorcyclist who is now getting up from the ground like nothing happened bears no resemblance to anyone from the north,anger
i wasnt feeling at all irritated,anger
i just feel like warner brothers fucked with the final edit and that an even better film will be arriving in director s cut format on blu ray,anger
i feel really disgusted with myself more than the pain and agony,anger
i have also always been afraid of the cold pool but i realized that it actually doesn t feel cold after about laps,anger
i want to give up feel distracted or just need to remind myself of what i am working towards,anger
i took several deep breaths feeling the cold air burn its way into my lungs and exhaling little clouds of vapor,anger
i simply dont want to and it makes me so mad because i want to be able to share these things with you but i feel like were so emotionally far apart now and it makes me mad and makes me unable to go to you,anger
i was incredibly youthful in my employment in which i had been angry stay when i was feeling i had been offended simply because i wasnt the professional decided on,anger
i feel irritable and unfulfilled if i dont paint for several days,anger
i do not want to accept that it s inevitable that we all become grumpy old men and women as we age and i do not want to accept that feeling irritated and annoyed by trivial little things is normal,anger
i wasnt feeling particularly bitter on my birthday in fact i had a fantastic day,anger
i really feel irritated with all these,anger
i feel like im the bitter old lady who has had such a long life and just cant deal with it anymore,anger
i feel all rushed to get ready for tomorrow,anger
i sat with dave atell at first trying not to feel rude while the guys were eating,anger
i still did not really feel like myself and i kind of hated these pictures but i am soooo glad we took them,anger
i am feeling a little dissatisfied with my pictures for the last couple of months,anger
i was capable of doing the same as of late ive been feeling pretty bitter and depressed and not a lot of gratitude in general,anger
i really feel like i m wading in dangerous waters here but i think dialog is really important too,anger
i always plant a big section of lettuce and i leave it open for those pesky bunnies so that they can feel all rebellious as if they are raiding my garden,anger
i have this nagging feeling that i fucked everything up on the first try,anger
i can feel she still angry with me,anger
i feel cold few days,anger
i look around at the people around me and i feel almost slightly envious about how they have a way of motivating themselves sitting down and studying so hard,anger
i am feeling manipulkated and wronged by my son and its as though he is lucy and i am charlie brown,anger
im not sure that feeling slightly wronged by the police the sheriff or the tsa is always a bad thing,anger
i feel resentful that it hurts so much but i m also grateful she said for what i can do including disco swimming and even taking the stairs,anger
i went in there feeling a little hostile because it felt like they didnt really care about me,anger
i know you feel tortured reading this,anger
im feeling distracted and likewise attracted to all the things that you let me know all the things that you cant let go youre waiting,anger
i feel impatient to do a final post after four more weeks with tangible results so far its exciting to see how far the philips reaura can go in terms of firming and smoothing,anger
i came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it my entire front bumper was destroyed,anger
i don t feel greedy of worldly things so it s not a big deal,anger
i was feeling grouchy and the old man has mentioned that retail therapy is great,anger
i feel like the heartless from kingdom hearts or really any stock character that is born without feelings and watches enviously as the normal people laugh cry love and feel things that i can t,anger
i am feeling spiteful,anger
a group of youngsters dressed in fads talked foul language on a bus they also insulted the pedestrians on the road and were impolite to the passengers of the bus,anger
i waited in line longer than usual i didnt feel impatient that my business was delayed i listened to the master about why this was occurring and how i could be of service during that moment,anger
i am feeling irate,anger
i always think of you as such a violent band violently feeling violent lyrics musically violent,anger
i also feel stubborn,anger
i feeling dangerous at wimbledon width,anger
i always had this negative perception when i was asked about getting pregnant and my misscariage i always walked away from those conversations feeling somewhat offended,anger
im home i can feel how the cold has seeped into my arms and legs,anger
im feeling awfully irritated and worried and for a few good reasons,anger
sometime back another girl who was in terms with my exboyfriend came to shout at me at twelve midnight it was because she thought i was still interested in the boy,anger
i feel its rude to take someone s photo but rather that i feel awkward asking to take the photo,anger
i am feeling cranky today is due to me not getting enough sleep due to the unexpected long outing yesterday night,anger
i feel disgusted embarrased and sad about how i handled the situation,anger
i feel your pulse against my lips as i chase the dragon suck your lips and is your heart and tongue wish begging for my part and fingers translate your sorrow as you reach inside my soul angered in my breath of mercy the story will no unfold,anger
i pray that the eyes that read this the minds that comprehend this and the hearts that feel this will not be offended,anger
i ended up with a perfect studio and now when i walk into it i feel aggravated yes it is bizarre,anger
i see those forms that i havent do yet i just feel very agitated,anger
i needed a plan on how to get rid of that feeling it was totally taking over everything i am totally distracted at work with everything i m trying to do in any free time i have in the evenings the projects are taking over my life and the fact that i totally feel burnt out by it all,anger
i feel resentful about being a giver,anger
ive predicted angle to win and im feeling slightly less grumpy than when i wrote that lets say that gallows wins clean here to keep things tight,anger
i found myself feeling jealous though,anger
i was left with my integrity and my dignity intact but feeling pissed off,anger
i felt doubtful and the image that popped into my mind was of dealing with a big knot in my shoelace and then feeling frustrated,anger
i feel i really wronged commodore,anger
i feel like it was a bit rushed,anger
im sure you know the feeling of cant be bothered i just feel poo,anger
id have to get to the class for eight dance for an hour nine get home ten if im lucky eat i cant eat before a class as dancing when full makes me feel vile sit around digesting etc ish then get to bed and try to sleep before getting up unnaturally early,anger
i asked that no one gift me but if i go to my sister s house when everyone gathers for the holiday i will feel impolite to show up empty handed,anger
i carry the usual guilt of feeling selfish and self centered if i spend time or anything on myself,anger
i feel utterly disgusted that they would look at me in such a way but the thing continues,anger
i realized today that i dont know what i want and thats the primary reason why i feel so dissatisfied so often,anger
i have to do this and make some vj feel jealous,anger
i don t know why i am feeling so sarcastic tonight but christian seems to enjoy my banter and every time seth apologizes for my behavior christian tells him it s quite alright and locks eyes with me,anger
i can feel the beginnings of a cold so i figured i deserve a heinously hot bath,anger
i am feeling that cranky voice inside my head that just wants to eat whatever it wants,anger
im feeling suitably annoyed by the panel and its time to get you a recipe for these previously deemed unworthy treats,anger
i often feel offended by life,anger
i am feeling resentful because i am thinking to myself that she should trust me,anger
i feel less bitchy in the morning,anger
im feeling rather bothered because my physical and mental clock is still in october,anger
im feeling irritated by her friggin name,anger
i feel angry because i have led myself to leading people to believe i couldnt do this,anger
ill just have to make some local friends i can go to the movies with and know for a fact they wont even without meaning to cause i seriously doubt there was any actual intention to hurt my feelings or actually call me heartless a moral or brainless it just came across that way to me,anger
i feel so pissed off over an old friend and some friends,anger
ive found my interest in s u waning and ive even come away from some portrayals of their relationship feeling dissatisfied,anger
i feel greedy with my self as of late,anger
i look at your kids i feel jealous sure,anger
i feel that we are heading for an abyss that has been created by the greedy the too greedy and the far too greedy,anger
i began to feel a bit irritable and antsy,anger
i also feel that i am often a burden and in the way more than anything as a nursing student to the other nurses yet i must remember that while some may be grumpy at our presence everyone has to learn somewhere and boo friggety hoo if some medical personnel are irritated by the nursing students,anger
i am for the first time this year feeling the cold,anger
i have a feeling might have offended one of the dorks sitting in the censorship cubicle of doom,anger
i have an overwhelming feeling of sadness that there are people in this world that are so hateful,anger
i feel too rushed,anger
i can feel his impatient and i can t stop my body from giving him positive response,anger
i was actually starting to feel pretty cranky about the situation and was avoiding a lot of phone calls because i really just didnt want to talk to anyone about being late,anger
i guess ive been feeling agitated lately,anger
i feel really bitter,anger
a boyfriend with whom i split up with came over to a friends house where i was visiting with a male friend in a confrontation in another room he tried to find out if i was aroused by my friend by feeling my parts,anger
i feel offended and sad because they do not know their ignorance,anger
i began to feel agitated because i wanted to buy ewan some food and medicine before i left,anger
i do not do these things to torture you i am feeling tortured myself at the moment,anger
in the army,anger
i forget that any time we have a disagreement or she feels like she s been wronged in some way that every bad thing i ve ever done in my life every poor choice every single thing that she doesn t agree with comes back screaming in my face,anger
i don t feel bothered about it getting credit equals getting debt and i have no interest in doing that again,anger
i am feeling rather grouchy too this morning since i didnt sleep last night on purpose,anger
i feel like i am a selfish person,anger
i was feeling grouchy and all,anger
ill take my gfathers ute down to get a load of shit or as some would prefer manure but im feeling hostile so let me have it and will attempt a version of a home made compost,anger
i feel rather agitated by our sliding door that keeps getting stuck,anger
i begin to feel terribly rude and that causes me to become depressed,anger
i feel generally dissatisfied and lost,anger
i feel that you couldnt be bothered anymore,anger
i would accept your gift without feeling mad,anger
i usually don t wear glasses at first i had uncomfortable feeling like irritated but lately i feel comfortable to have it,anger
ive played fps games and each time ive left feeling like it was an mentally emotionally dangerous thing to do that i had to switch off an important part of my brain just to play it,anger
i guess im not ready for that still young and feeling rebellious,anger
i feel lots more energy i feel very impatient and irritable,anger
im sorry i have a really bad cold and im feeling bitchy cos i never got to go out drinking myself stupid with my best friends tonight,anger
i changed i feel that im taking advantage of her this wouldnt have bothered me one bit before,anger
i often feel fucked regardless,anger
i didnt smoke in the house or car but i can remember feeling so agitated on the way home from anywhere,anger
i feel selfish but i think it s about time i was,anger
i feel like i meet the most subtly obnoxious annoying people in the universe,anger
i feel and some is just a hateful of hollow yes i hear many smiths these days,anger
i hated that i hurt him with my feelings i hated that i was dating somebody i didn t love i hated that i pretended lied to a friend i really treassured,anger
i am regularly in a rush and feel irritated and i dont take the time to communicate my needs or my feelings,anger
i feel that this is neither impatient nor dickish and here are some reasons why,anger
i woke up feeling all frustrated and upset again re enacting the moment i had to succumb to the docs insults and arrogance for a favor to clarify truth about my health,anger
i understand but i feel like i hated my friends,anger
i feel selfish for it,anger
i feel furious at myself for being so pathetic furious at her for various reasons,anger
i feel extremely jealous when ranbir works with other directors ayan mukerji filmfare,anger
im warning you hes feeling cranky this morning,anger
i feel like i have to preface this post w a disclaimer of some sort before i have an enraged peta after me or something equally as horrible,anger
i start to feel agitated inside,anger
im just not feeling it at all id much rather stay in singapore and spend time with my friends i hate everyone and sara is being really bitchy right now div style clearboth padding bottom,anger
i feel stressed i tend to scrapbook and make cards,anger
i don t feel that irritated,anger
i feel that way makes me even more angry,anger
i feel so despised and i feel this world is crumbling onto me again,anger
i feel really cold and miserable but i try to motivate others who are finding the walk as trying as i am,anger
i must say though i have been feeling pretty violent,anger
i love the feeling of running in the cold when you can see your breath and cold air seems to refresh you from the inside out,anger
i feel i had to make as a hateful bastard is too stupid to make any assumed connections that are not themselves hateful,anger
i am feeling impatient i havent been blogging because each day was pretty similar sleep eat pregnancy pains sleep etc,anger
i compare it to mine i feel irritated but i tried to be realistic to calm my self down,anger
i brush it to the side or tuck it behind my ear only to feel a few rebellious strands escape and tickle my cheeks and my lips i realize im not the one in control,anger
i worked as a computer tech this ability to hyper focus on one issue is a real asset however for living day to day i can get bogged down and feel frustrated that i am not making progress because i am focused on one problem,anger
i was feeling a bit rushed and the kitchen has just been cleaned so i mixed up in the blender which i find works just as well provided your butter is really cold and you dont over do the pulse,anger
i am feeling particularly annoyed at my co workers i sometimes make the rounds of the floors finding literally pounds of white paper in the trash,anger
i started secondary school at the age of every night i would cry and lose sleep over the thought of school the next day but it wasnt the usual feelings of oh i cant be bothered with school,anger
i won t get into making excuses for the man he s a big boy and can do that for himself and his staff i walked away from red rooster feeling dissatisfied underwhelmed and confused,anger
i think its the case that whether people like anne coulter or ed schultz really feel as outraged as they do their viewers most certainly do feel that kind of outrage and anger about the substance of their collective tirades,anger
i whipped my stuff up from my station and fled to the underbelly of grand central desperate to find a subway map feeling disgusted with how upset i was over my frazzle y meltdown,anger
i really feel bothered about this specific issue because it feels like i just thrown a couple hundred euros against the wall,anger
i have kept quiet when someone did or said something hurtful and not said what i was feeling because i did not want to be rude,anger
i feel like i m a very very dangerous human being right now,anger
i feel like we just rushed around trying to see things its still quite beautiful,anger
i feel petty moaning about it but its annoying me so from now on im keeping my stuff in a bag in my room if they ask i can always say im keeping it there to stop the bathroom getting cluttered,anger
i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover,anger
i cant do either of these things so i end up trying my hardest to suppress these feelings which makes me irritable and is very tiring,anger
i feel quite rebellious actually,anger
i dont hate you i just honestly feel so bitter towards you atm,anger
i viewed all that stuff at the bottom and deciding i was going to come back when i am feeling bitchy just so i could list that as my mood i felt like an ice cream sandwich,anger
i was feeling irritated and slightly upset after this conversation,anger
i don t want to cry either because i know she ll think i feel tortured having to eat the black part of the rice,anger
i told her that we cannot continue this way and when she is starting to feel frustrated she has to let me know in a calm way,anger
i feel pride that i don t have to buy a roll of quarters from the bodega on the corner and this feeling is the only thing that keeps me from being irate that our laundry room is oddly devoid of coin changer machines,anger
i always had a feeling of being in shape and became increasingly frustrated with the daily accumulation of body fat elusive,anger
i feel spiteful for typing this but the first hand knowledge and statistics ive gone over regarding mormons and anti depressants is startling,anger
i had a dream in which i was infuriated with my husband and so i woke up feeling infuriated with him but unfortunately a i couldnt remember the substance of the dream so i couldnt adequately express myself and b it was just a stupid dream,anger
im watching a movie called sharknado i feel like my intelligence is being insulted,anger
i hate being so hungry and weak that i feel stubborn and dont want to do anything productive,anger
i have written but you feel the need to point out that someone somewhere could be offended if they were to read my words out of context knowing nothing about me and after having a really bad day do not bother to inform me of this,anger
i sit here feeling annoyed at my sons my pets and my husband im also trying to think of something to feel grateful for this saturday,anger
i thought id talk today about getting cold feet im sure every bride will know that feeling when hubby to be did something that reeeeeeeeally pissed us off and we start yelling that we just cant do this anymore i cant marry someone like you,anger
i get frustrated when i know that some of the things i am thinking or feeling are very very petty so i try and limit myself to opinions that have some sort of validity,anger
i feel like all women are witches in someway why do we have to be tortured for being beautiful and powerful,anger
i feel if i say anything it just makes me look petty,anger
i didn t mean to sound as though i feel offended i meant it as a joke guess people didn t get it haha,anger
i was going crazy thank god i have a craving for fruits and chocolate it made me go out in the cold with a gross wind blowing in my neck feeling mad and angry and crappy,anger
i guess were annoyed agiatated and my sis feels hated darn cos i told her shes a geek i love you amy,anger
im not feeling pissed off about picking up those toys,anger
i feel heartless in saying so though,anger
i feel like i am i the only one out there who is as angry as i am about suffering such loss about stupid cancer about unfairness about what is even though nothing about it is right,anger
i attempt to convince others of what they should think and how they truly feel i become a title resentful href http en,anger
i only cry when i think how guilty youll make me feel and yes ive fucked up a million reasons for shame and im sorry,anger
i got an overall dark and uncomfortable feeling as we chose to stay until the end as not to disrupt or be rude,anger
i feel really irritable when im surrounded with it,anger
i am feeling that it my be a more dangerous task than dancing in a lightening storm with an umbrella,anger
i feel rather petty that i just dont have time to have someone talented like christine make it,anger
i feel more irritated than peaceful,anger
i do feel very angered though,anger
i feeling irritable,anger
i don t have any issues with the obvious i went chinese with them yesterday and i wasn t feeling hostile towards any of them,anger
i felt a bit bad about killing but it always feels like a chore that simply distracted from exploration,anger
i feel too much but i don t care no i don t careeeeee i don t care by savage garden your three plans for tomorrow,anger
i can feel myself agitated now so im going to have to leave work in a sec,anger
i feel angry man named muaz,anger
i was the compere at a party and all my efforts to get the show rolling were thwarted by the immobile,anger
i feel so resentful about having to take care of us and not getting to do what i want to do,anger
i feel every part of me agitated by the reality of the kingdom walk the talk,anger
i still feel so agitated,anger
i feel dissatisfied and no matter how selfish i am or how much about me i make saturday it s never enough,anger
i loathe stuffed animals they make me feel a bit violent and i have been known to punch them,anger
i still feel incredibly frustrated by it,anger
i feel guilt that i was cranky last night and didn t fully embrace my evening alone with the boy,anger
i didnt expected to be that much addicted to the nicotine before ive experienced all withdrawal symptoms feeling irritable and so stressed going mad with cravings inability to concentrate dry mouth trouble sleeping i wake up every night at a,anger
i feel so pissed about myself,anger
i started off feeling rather cranky and grumpy and ultimately ordinary then there was a little facebook flash from my cousin in west meath and suddenly we were pinging bad jokes and naughty stories about rudolph valentino performing unspeakable acts back and forth and it felt like a party,anger
i feel like they might be engineering hostile situations by which i mean wars and missile testing and dropping spy planes out of the sky and all the rest because overwhelmingly they have y chromosomes and because they are bored,anger
im not enjoying winter hate feeling cold and having to dress in so many layers,anger
i feel there are other options that not as violent probably more costly yet equally futile so whats the problem with keeping our men and women out of harms way,anger
i know that there is some cynicism involved but i also know that it s come from the lessons i ve learned over the last couple years of life and i don t feel resentful or damaged because of it i feel fortunate enough to have been clubbed upside the head with a bigger dose of reality,anger
i almost feel greedy for believing that i want so much,anger
i start feeling angry i need to actually stop and figure out what im really feeling so i can deal with life in a more balanced way,anger
i see what being unhealthy does and i can feel the weight that i ve gained back and i am pissed that i let some of it creep back on,anger
i feel disgusted that any criminal justice system in the st century could know the full details of it all and deny it to be named as abusive,anger
i lived her life without the feeling of acceptance she felt as though trouble and misery followed her everywhere she went and that everyone hated her because of it,anger
im sure this silly little blog is ridiculous but sometimes i just feel so aggravated,anger
i feel very disgusted by that i cant tolerated her actions anymore by writing this post,anger
i would also hate for you to feel i was selfish in my decision,anger
i determined to have a read of the backdrop and that old feeling it s been a while since i ve bothered to examine adventure path material almost immediately began to emerge what i would call the take away phenomenon,anger
i felt like facebook was a catalyst for me to feel that way about myself and i started to see it as a bit of a hostile online community,anger
i feel jealous with them why they can,anger
i lets me into his fucked up world and he usually does i feel fucked up too and honestly a little scared,anger
i feel tortured the one thing i love is the one thing that wont support me financially but i cringe when i think of spending years chained to a desk performing a job by wrote with little or no room for creativity or for anything else that matters,anger
i was feeling a little annoyed at some people,anger
i don t feel whack or messed up i know i m psychologically fucked up because i can feel the difference but i don t feel like i m as fucked up as i could be,anger
i can go from elated laughing to plunging back into my extreme misery at a simple exchange that it feels so dangerous now,anger
i cant really understand my feeling cause its a mixture between bitter and a sour one which even i dont get,anger
ive been feelin cranky about my blog im feeling its still a bit childish for me already i dont know if its the blog itself the address or something else,anger
i have been feeling agitated about lately,anger
i feel rediculous and petty and yet justified,anger
i feel there are some who still wants us together and i im being rebellious,anger
i dont hallucinate instead i slowly continue along my little path until i feel needlessly violent and overly happy about it,anger
i didnt feel that way with this we got to be with everyone on the dangerous path to freedom,anger
i feel incredibly sarcastic right now,anger
i am writing feeling appalled,anger
i feel like im being taken advantage of and on top of that i am really bothered by my boyfriends sloppy behaviors,anger
i don t know what to do about it or how to do it almost feeling angry within myself that i can t do something tangible and pragmatic to help my sisters,anger
i just remember spending hours trying to bump my score above the mark and feeling frustrated by the questions they were a mixture of professor generated and usmleasy ones,anger
i feel irritated that he either interrupts my quiet time or wakes me up,anger
i simply can t help but feel dissatisfied after reading glancing through each,anger
i feared i would feel resentful of her or this process but i dont and i am so happy about that,anger
i feel really pissed off justanswer,anger
i feel completely agitated,anger
i looked around and once again was disappointed that so little had shown up this evening but apparently this was my day to feel selfish,anger
i feel to you or dad because dad is pissed about the dishes and will in turn belittle the way i feel to simply me being a spoiled little bitch who doesn t do jack around the house,anger
i feel like shes just so distracted but when it comes to my year old brother she waits on him hand and foot,anger
i used feel frustrated all the time,anger
i need to remember something feel like it and not be distracted simultaneously before it happens,anger
i feel is hostile kinship or mounting nausea did you know that back means the binding itself,anger
i feel grouchy now the football fans have woken me up from the customary sunday siesta,anger
i just feel too stubborn to give up on a dream,anger
i feel the need to be distracted,anger
i feel irritated and helpless,anger
i could feel this way but i honestly believe that he was and is a very violent and dangerous man,anger
i feel so hated and useless sometimes i even ask myself why havent i killed myself yet,anger
when they changed my office to another room without my agreement,anger
i prayed for love for the people that i was feeling bitter towards and that they would find what was best for them,anger
i feel i am beyond pissed off disappointed frustrated with myself,anger
i know its the lot of the dumpee to feel slighted jealous unable to move on depressed angry and a whole bunch of other negative emotions that stem from the whole rejection and sometimes replacement involved in the break up process,anger
i was thinking about how you all were watching general conference and i was feeling a bit jealous,anger
i am yelling at my kids at the drop of a hat for no reason possess no energy to do anything just feeling irritable and sad about everything,anger
i dont have to buy it in tubs which feels vile,anger
ive been feeling vaguely dissatisfied with reel pros since i signed up a few weeks ago,anger
i feel like this could be a dangerous topic if anyone feels passionately about pianos but its been on my mind for a while and i thought it was worth discussing not because im going to paint my piano which i grew up with so please stop hyperventilating mom,anger
i feel like being selfish and keeping this foodie secret myself but why would i deny everyone else,anger
i was half feeling very irritated and just wanted to get out of a amp f lol,anger
i feel i am writing this blog for selfish reasons but i know god can use it for his her purpose,anger
i was in i could feel him and i hated the drawn tight feeling i had,anger
i remember consistently feeling dissatisfied with my progress,anger
im feeling so pissed off that i wanna scream and shout at the wall facing me right now,anger
i kept crying or feeling cranky,anger
i feel like i can breath now and not be so rushed,anger
i feel this way i withdraw become irritable,anger
i am feeling rebellious i will start from the end instead of the beginning a very good place to start,anger
i need to be just as open with them as i am with some of my friends when i feel that they have wronged me,anger
i feel like she acts bitchy and complainy to try and fit in but that doesnt make sense because for the most part were not bitchy and complainy,anger
i know that i still feel kind of agitated but i also switch from feeling hot to feeling cold when i lay down,anger
i feel so bitchy and mean and terrible,anger
i feel like i ve fucked up massively for not being able to fight off being suicidal,anger
i don t feel bitter about my lot nor do i wish any other mother s son was in my place,anger
i feel only a little agitated right now,anger
i met them great people but i have a feeling i may have unintentionally offended them,anger
im feeling stressed about this more than i should,anger
i think about myself personally when it comes to investing i feel like i would fall into the investment category of getting greedy i think id invest into a bombing market like coca cola in the s,anger
i feel tortured every moment and theres nowhere i can go to get away from it or to get back to what i was used to,anger
i tend not to shower on those days and feel slightly rebellious getting all stinky and doing nothing,anger
i wonder how they would feel if someone was screaming at them and then saying horribly rude things behind their back later,anger
i feel cheated and wronged let down and spurned the vine i tended and nursed how could it do this to me,anger
i could be really screwed just on waiting for a sitter so i was feeling stressed,anger
i was about to feel insulted and show opportunity the finger then the door when it presented the prize two weeks in italy,anger
i feel like im presenting myself in a less hostile manner now when i am dragged to an event or gathering full of stupid fake people,anger
i feel so frustrated but i cant tell them i am,anger
i said what i felt needed to be said and in addition to that i was feeling bitchy,anger
i feel extremely mind fucked,anger
i could ingrain in my mind all my feelings all my experiences reading it so if i hated everything that happened in the next book i could just go back to the first and pretend nothing ever happened past it,anger
i know now makes me feel outraged,anger
i feel slightly offended,anger
i feel more disgusted with the woman who s undoubtedly banking off this incident the one who handed the pictures off to political pundits who she has to have known would use them in not nice ways,anger
i was feeling very offended at the line of questioning and almost walked out but i stuck around for some reason,anger
i perform a submarine cartwheel before i feel a violent tug on my ankle as my board gets hauled towards the beach,anger
i feel less aggravated and upset today i think i realized that its just not worth it it proved to be wasted time and effort pointless and stupid i am fine with not knowing him im uneffected for the time being at least,anger
the first day i visited the hospital i was disgusted because i experienced offensive smell which i never expected i nearly ran away from the course,anger
id done that though it kind of did a on me and i found myself sympathizing with the demons as the church called them and feeling more disgusted with the people who were supposed to be trying to fight them off,anger
i was feeling kind of resentful about it since its april and all,anger
i feel petty and mean unemotional when im with her,anger
i aint pissed angry mad or anything i just feel pretty much fuckin insulted,anger
i am still working through the guilt of feeling selfish for self preservation without the justification that i must survive to bring up my babies,anger
i know its only the beginning of and im already feeling fucked,anger
i often feel resentful of anything that seems good,anger
i even mentioned him was to show i want to trust you with my feelings hoping you would not think i was being rude mean coercive or pushy,anger
i am back at home feeling irritable about that since ive been looking forward to the party all week,anger
i know i am not alone when i say i often feel rushed,anger
i miss time with my husband and not feeling rushed to get back home to relieve our caregiver,anger
i feel rushed trying to get everything together late at night,anger
when i saw all the starving people in ethiopia on tv it felt awful to see such suffering,anger
i am currently feeling very aggravated,anger
i feel like a greedy person for liking two people,anger
i was a child i stole rmb from my grandfather maternal and i feel i exceptionally wronged him,anger
im feeling really hateful and disgruntled about my job but i sure hope i dont lose it for being late,anger
i was feeling irritable and grumpy today so i came home for lunch took a nap,anger
i am just feeling grumpy and sore,anger
i was feeling particularly bitchy and i dont think i adequately expressed my appreciation for that,anger
i think i m feeling dissatisfied with my life,anger
i feel outraged that my life is so easy so blessed,anger
i also hate feeling aggravated when i dont know how i am supposed to eat because when i feel that way i often sound that way,anger
i feel petty things but not to the extent that humans seem to feel them wars have been started over stupid little things and try as i might i cannot understand how things such as loving two people or feeling jealous can lead to murder and unhappiness,anger
i typically respond when i feel offended,anger
i do meet that i do date will continue to be sources of apathy or worse people whom i feel i have wronged or in whose confidence i act in bad faith,anger
i had the feeling stubborn and ridiculous and possibly several more colourful turns of phrase as the children were all still asleep were on the tip of her tongue but she settled for heaving a sigh and turning to leave,anger
i read which i feel i didn t need to read makes me a little grumpy,anger
i think maybe about how strongly she feels about him and being there for him but brad looks really distracted,anger
i feel so cluster fucked in my head,anger
when i heard about the way a parent of a friend had mistreated him,anger
i worry that he s feeling resentful for doing woman s work,anger
i was feeling a little grumpy thinking about everything that needs to get done but flipping it around this way well now i m ready to roll up my sleeves write some to do lists and get to work,anger
i can spend my life condemning others i feel have wronged my people or me and yet my own consequences are strangely bitter,anger
ive always been a giver not a taker i feel selfish in considering this idea,anger
i feel frustrated sometimes with my mac lipsticks when i have to read names or open each of them to select shade,anger
i know that this pair of socks took about two months to make but i feel that was because yours truly was truly distracted by the strings as i like to call it,anger
i did feel a little lighter in spirit now that i knew that neither he nor warrick despised me for my incredible naivety and stupidity,anger
i liked the ending but i did feel like it was a little bit rushed,anger
i couldnt help feeling a little envious of what treats the body power people might have in store for them demonstrations of super strength perfect specimens glistening with accentuating oil exercise gear to be seen in,anger
i feel greedy about wanting to see this film series continue,anger
i have to admit that i feel a little irate as well but its under control,anger
i dont have a yeast infection in the vagina i could be feeling irritated by yeast due to my diet so i should stop eating lots of sugary foods if i can,anger
i cant help but feel that if i hadnt had been so selfish then i could have sheltered you from feeling this way now,anger
i have swung between feeling resentful that others need me to feeling ashamed and angry that i am not more with it and able to be a better daughter sister friend citizen,anger
i was years old at one time knowing my dad wasnt coming home and its the worst feeling i have ever felt and ive hated you since and it wont ever change,anger
i just feel resentful and show my resentment by eating tempura and sundaes,anger
i feel the cold more than him,anger
i admittedly feel like crap and want to sleep all day and am so cranky i just want to yell at everyone,anger
i remember feeling annoyed but also wondering if i shouldn t stop and buy something,anger
i think i have made it known how i feel about cold weather we are not friends i am ready for winter to be finished please please be finished,anger
i can assume they are not feeling the cold like i am their water is not frozen they have plenty of feed though they eschew this in favor of foraging and scratch,anger
i feel like a total bitchy person today yay,anger
i feel a little tortured and lost,anger
at one of my close friends saying she didnt like the way i am nice to people i dont know,anger
i would feel resentful toward patrick because i couldnt read avery her nightly books with just her and me,anger
i didnt even have time to feel jealous i was so busy pinning her pictures and writing down a href http nanashi,anger
im feeling annoyed to add on i dont feel important or whatever shit anymore,anger
i feel very annoyed with this kind of people who comment and try to be so philosophy on their religion,anger
i feel fucked church of fuck luminaries swinelord are back with a deluxe r,anger
i can get to the bottom of this feeling and not just berate myself for feeling dissatisfied,anger
a gigantic spider climbed over my face and what is more in my own flat,anger
i don t really feel all that bothered by it to be honest,anger
i guess you could say i am teeter totering right now on the edge and i feel like im dangerous,anger
i no longer have that angst inside me the kind of yelping passion and feeling of being wronged or what have you that drove my initial connection to emo,anger
i feel like if i was here long enough i would have my emotions back b c i could either be so stressed out by the people that i cant hide my emotions or that i would have my support back and feeling would be safe again esp without uw school work,anger
i admit i was feeling agitated so when hubby asked me if i want to join them for a drink i agreed,anger
i find myself feeling irritable or depleted i run through a mental checklist have i worked out,anger
i was snapping at everybody and feeling very grumpy in general,anger
i guess the mild pain had made me feel even more impatient to just get on with it,anger
im down to blogging again simply because im feeling very distracted though im suppose to study cell bio now,anger
i feel about this band perhaps i m too distracted by the hardcore dancers flailing around,anger
i am going to feel annoyed with myself,anger
i couldnt get to sleep i was feeling quite irritable and restless and every time i was dropping off to sleep a mosquito would land on my face or squeal around my ear,anger
i love this projector it is old it has an old smell to it not displeasing just old and slightly musty it is from the early s i feel like i am in my own little episode of mad men when we set it up to watch something on it,anger
i also hope you understand why i feel so angry with you when you dont support the hat rule or when you turn up at a school event sans hat yourself,anger
im feeling pissed and sad right now,anger
i feel blackburn will be a stubborn team against blackpool and holloway will want a positive reaction in this game even if they don get a result,anger
i get another call from a frantic junior for my file and i obviously refused ta help her and now im feeling like i was too rude i mean i jz went like yeah sorry i just dont do that,anger
i feel rebellious and think let them do so,anger
i feel not offended in any form and should not make this big and in the end it doesnt bother me at all but ive learned to show some balls in the past and say what i think not anonymous so if we would give some weight to the content of these comments there would be the questions what is behind it,anger
i feel those feelings coming back all those hateful jealous paranoid feelings that used to torture me relentlessly,anger
